secCode,edinetCode,filerName,docID,docTypeCode,submitDateTime,periodStart,periodEnd,docDescription,DescriptionOfBusiness_file,DescriptionOfBusiness_length,BusinessRisks_file,BusinessRisks_length,BusinessPolicyEtc_file,BusinessPolicyEtc_length,EdinetInfo_file,EdinetInfo_length
23000,E05278,株式会社きょくとう,S100QVA7,120,2023-05-31 16:31:00,2022-03-01,2023-02-28,有価証券報告書－第44期(2022/03/01－2023/02/28),/2/23000/2023/DescriptionOfBusiness,1359,/2/23000/2023/BusinessRisks,647,/2/23000/2023/BusinessPolicyEtc,1433,/2/23000/2023/EdinetInfo,974
23010,E05286,株式会社学情,S100Q1PM,120,2023-01-31 11:33:00,2021-11-01,2022-10-31,有価証券報告書－第45期(2021/11/01－2022/10/31),/2/23010/2023/DescriptionOfBusiness,629,/2/23010/2023/BusinessRisks,4809,/2/23010/2023/BusinessPolicyEtc,678,/2/23010/2023/EdinetInfo,956
23030,E05289,株式会社ドーン,S100RRVJ,120,2023-08-30 09:30:00,2022-06-01,2023-05-31,有価証券報告書－第32期(2022/06/01－2023/05/31),/2/23030/2023/DescriptionOfBusiness,3670,/2/23030/2023/BusinessRisks,3112,/2/23030/2023/BusinessPolicyEtc,2704,/2/23030/2023/EdinetInfo,961
23040,E05288,株式会社ＣＳＳホールディングス,S100SHIP,120,2023-12-18 16:45:00,2022-10-01,2023-09-30,有価証券報告書－第39期(2022/10/01－2023/09/30),/2/23040/2023/DescriptionOfBusiness,566,/2/23040/2023/BusinessRisks,2798,/2/23040/2023/BusinessPolicyEtc,2563,/2/23040/2023/EdinetInfo,1010
23050,E03393,株式会社スタジオアリス,S100QUSO,120,2023-05-31 09:08:00,2022-03-01,2023-02-28,有価証券報告書－第49期(2022/03/01－2023/02/28),/2/23050/2023/DescriptionOfBusiness,253,/2/23050/2023/BusinessRisks,2301,/2/23050/2023/BusinessPolicyEtc,2352,/2/23050/2023/EdinetInfo,985
23070,E05291,株式会社クロスキャット,S100R4DI,120,2023-06-29 10:34:00,2022-04-01,2023-03-31,有価証券報告書－第50期(2022/04/01－2023/03/31),/2/23070/2023/DescriptionOfBusiness,853,/2/23070/2023/BusinessRisks,2211,/2/23070/2023/BusinessPolicyEtc,3053,/2/23070/2023/EdinetInfo,986
23090,E05292,シミックホールディングス株式会社,S100SH38,120,2023-12-15 13:55:00,2022-10-01,2023-09-30,有価証券報告書－第39期(2022/10/01－2023/09/30),/2/23090/2023/DescriptionOfBusiness,1434,/2/23090/2023/BusinessRisks,6996,/2/23090/2023/BusinessPolicyEtc,4091,/2/23090/2023/EdinetInfo,1016
23110,E05293,株式会社エプコ,S100QFC1,120,2023-03-24 15:25:00,2022-01-01,2022-12-31,有価証券報告書－第33期(2022/01/01－2022/12/31),/2/23110/2023/DescriptionOfBusiness,2895,/2/23110/2023/BusinessRisks,9341,/2/23110/2023/BusinessPolicyEtc,5174,/2/23110/2023/EdinetInfo,962
23150,E05331,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,S100Q0MX,120,2023-01-27 15:49:00,2021-11-01,2022-10-31,有価証券報告書－第34期(2021/11/01－2022/10/31),/2/23150/2023/DescriptionOfBusiness,1420,/2/23150/2023/BusinessRisks,7736,/2/23150/2023/BusinessPolicyEtc,2939,/2/23150/2023/EdinetInfo,1022
23170,E05283,株式会社システナ,S100R0S1,120,2023-06-21 15:04:00,2022-04-01,2023-03-31,有価証券報告書－第41期(2022/04/01－2023/03/31),/2/23170/2023/DescriptionOfBusiness,1327,/2/23170/2023/BusinessRisks,1485,/2/23170/2023/BusinessPolicyEtc,3951,/2/23170/2023/EdinetInfo,968
23210,E05297,株式会社ソフトフロントホールディングス,S100R8DL,120,2023-06-30 10:36:00,2022-04-01,2023-03-31,有価証券報告書－第26期(2022/04/01－2023/03/31),/2/23210/2023/DescriptionOfBusiness,352,/2/23210/2023/BusinessRisks,3643,/2/23210/2023/BusinessPolicyEtc,3004,/2/23210/2023/EdinetInfo,1034
23230,E05302,株式会社ｆｏｎｆｕｎ,S100R9JP,120,2023-06-29 14:35:00,2022-04-01,2023-03-31,有価証券報告書－第27期(2022/04/01－2023/03/31),/2/23230/2023/DescriptionOfBusiness,625,/2/23230/2023/BusinessRisks,2055,/2/23230/2023/BusinessPolicyEtc,2325,/2/23230/2023/EdinetInfo,981
23250,E05299,株式会社ＮＪＳ,S100QICT,120,2023-03-30 14:47:00,2022-01-01,2022-12-31,有価証券報告書－第73期(2022/01/01－2022/12/31),/2/23250/2023/DescriptionOfBusiness,884,/2/23250/2023/BusinessRisks,1202,/2/23250/2023/BusinessPolicyEtc,1720,/2/23250/2023/EdinetInfo,962
23260,E05303,デジタルアーツ株式会社,S100R3EK,120,2023-06-26 14:05:00,2022-04-01,2023-03-31,有価証券報告書－第28期(2022/04/01－2023/03/31),/2/23260/2023/DescriptionOfBusiness,3589,/2/23260/2023/BusinessRisks,4608,/2/23260/2023/BusinessPolicyEtc,2548,/2/23260/2023/EdinetInfo,986
23270,E05304,日鉄ソリューションズ株式会社,S100R04V,120,2023-06-22 10:39:00,2022-04-01,2023-03-31,有価証券報告書－第43期(2022/04/01－2023/03/31),/2/23270/2023/DescriptionOfBusiness,9214,/2/23270/2023/BusinessRisks,3840,/2/23270/2023/BusinessPolicyEtc,4805,/2/23270/2023/EdinetInfo,1004
23290,E05307,株式会社東北新社,S100R9S7,120,2023-06-30 12:18:00,2022-04-01,2023-03-31,有価証券報告書－第61期(2022/04/01－2023/03/31),/2/23290/2023/DescriptionOfBusiness,890,/2/23290/2023/BusinessRisks,2753,/2/23290/2023/BusinessPolicyEtc,1008,/2/23290/2023/EdinetInfo,969
23300,E05308,株式会社フォーサイド,S100QHOK,120,2023-03-29 15:14:00,2022-01-01,2022-12-31,有価証券報告書－第23期(2022/01/01－2022/12/31),/2/23300/2023/DescriptionOfBusiness,745,/2/23300/2023/BusinessRisks,2629,/2/23300/2023/BusinessPolicyEtc,1649,/2/23300/2023/EdinetInfo,980
23310,E05309,綜合警備保障株式会社,S100R3YW,120,2023-06-27 13:04:00,2022-04-01,2023-03-31,有価証券報告書－第58期(2022/04/01－2023/03/31),/2/23310/2023/DescriptionOfBusiness,3380,/2/23310/2023/BusinessRisks,6805,/2/23310/2023/BusinessPolicyEtc,3034,/2/23310/2023/EdinetInfo,980
23320,E05310,株式会社クエスト,S100R1LA,120,2023-06-23 13:17:00,2022-04-01,2023-03-31,有価証券報告書－第59期(2022/04/01－2023/03/31),/2/23320/2023/DescriptionOfBusiness,597,/2/23320/2023/BusinessRisks,1417,/2/23320/2023/BusinessPolicyEtc,3155,/2/23320/2023/EdinetInfo,968
23340,E33595,株式会社イオレ,S100R2PJ,120,2023-06-23 11:39:00,2022-04-01,2023-03-31,有価証券報告書－第22期(2022/04/01－2023/03/31),/2/23340/2023/DescriptionOfBusiness,6507,/2/23340/2023/BusinessRisks,7785,/2/23340/2023/BusinessPolicyEtc,4559,/2/23340/2023/EdinetInfo,962
23350,E05312,株式会社キューブシステム,S100R2OY,120,2023-06-23 13:28:00,2022-04-01,2023-03-31,有価証券報告書－第51期(2022/04/01－2023/03/31),/2/23350/2023/DescriptionOfBusiness,298,/2/23350/2023/BusinessRisks,3024,/2/23350/2023/BusinessPolicyEtc,5590,/2/23350/2023/EdinetInfo,992
23370,E05314,いちご株式会社,S100QUEY,120,2023-05-29 15:09:00,2022-03-01,2023-02-28,有価証券報告書－第23期(2022/03/01－2023/02/28),/2/23370/2023/DescriptionOfBusiness,618,/2/23370/2023/BusinessRisks,8165,/2/23370/2023/BusinessPolicyEtc,8155,/2/23370/2023/EdinetInfo,962
23380,E05315,クオンタムソリューションズ株式会社,S100QUX3,120,2023-05-31 15:03:00,2022-03-01,2023-02-28,有価証券報告書－第24期(2022/03/01－2023/02/28),/2/23380/2023/DescriptionOfBusiness,616,/2/23380/2023/BusinessRisks,3620,/2/23380/2023/BusinessPolicyEtc,2755,/2/23380/2023/EdinetInfo,1022
23400,E04727,株式会社　極楽湯ホールディングス,S100R9PT,120,2023-06-29 15:10:00,2022-04-01,2023-03-31,有価証券報告書－第44期(2022/04/01－2023/03/31),/2/23400/2023/DescriptionOfBusiness,459,/2/23400/2023/BusinessRisks,5536,/2/23400/2023/BusinessPolicyEtc,2980,/2/23400/2023/EdinetInfo,1017
23410,E05316,株式会社アルバイトタイムス,S100QTJA,120,2023-05-26 11:13:00,2022-03-01,2023-02-28,有価証券報告書－第50期(2022/03/01－2023/02/28),/2/23410/2023/DescriptionOfBusiness,1295,/2/23410/2023/BusinessRisks,2024,/2/23410/2023/BusinessPolicyEtc,684,/2/23410/2023/EdinetInfo,998
23420,E05317,株式会社トランスジェニック,S100R0CX,120,2023-06-22 15:35:00,2022-04-01,2023-03-31,有価証券報告書－第25期(2022/04/01－2023/03/31),/2/23420/2023/DescriptionOfBusiness,980,/2/23420/2023/BusinessRisks,2175,/2/23420/2023/BusinessPolicyEtc,2444,/2/23420/2023/EdinetInfo,998
23440,E05319,平安レイサービス株式会社,S100R3KO,120,2023-06-28 09:31:00,2022-04-01,2023-03-31,有価証券報告書－第54期(2022/04/01－2023/03/31),/2/23440/2023/DescriptionOfBusiness,1914,/2/23440/2023/BusinessRisks,5454,/2/23440/2023/BusinessPolicyEtc,1401,/2/23440/2023/EdinetInfo,992
23450,E05320,株式会社クシム,S100Q17W,120,2023-01-27 16:08:00,2021-11-01,2022-10-31,有価証券報告書－第27期(2021/11/01－2022/10/31),/2/23450/2023/DescriptionOfBusiness,1733,/2/23450/2023/BusinessRisks,2825,/2/23450/2023/BusinessPolicyEtc,2031,/2/23450/2023/EdinetInfo,962
23490,E05322,株式会社エヌアイデイ,S100R62K,120,2023-06-28 09:38:00,2022-04-01,2023-03-31,有価証券報告書－第56期(2022/04/01－2023/03/31),/2/23490/2023/DescriptionOfBusiness,760,/2/23490/2023/BusinessRisks,4001,/2/23490/2023/BusinessPolicyEtc,3332,/2/23490/2023/EdinetInfo,980
23510,E05324,株式会社ＡＳＪ,S100R3K9,120,2023-06-26 09:50:00,2022-04-01,2023-03-31,有価証券報告書－第40期(2022/04/01－2023/03/31),/2/23510/2023/DescriptionOfBusiness,284,/2/23510/2023/BusinessRisks,7376,/2/23510/2023/BusinessPolicyEtc,752,/2/23510/2023/EdinetInfo,962
23530,E05327,日本駐車場開発株式会社,S100S3CI,120,2023-10-31 10:19:00,2022-08-01,2023-07-31,有価証券報告書－第32期(2022/08/01－2023/07/31),/2/23530/2023/DescriptionOfBusiness,2003,/2/23530/2023/BusinessRisks,2129,/2/23530/2023/BusinessPolicyEtc,5362,/2/23530/2023/EdinetInfo,986
23540,E05328,株式会社ＹＥ　ＤＩＧＩＴＡＬ,S100QSN5,120,2023-05-22 15:54:00,2022-03-01,2023-02-28,有価証券報告書－第46期(2022/03/01－2023/02/28),/2/23540/2023/DescriptionOfBusiness,1018,/2/23540/2023/BusinessRisks,3030,/2/23540/2023/BusinessPolicyEtc,3485,/2/23540/2023/EdinetInfo,1004
23590,E05332,株式会社コア,S100R1K0,120,2023-06-22 15:31:00,2022-04-01,2023-03-31,有価証券報告書－第54期(2022/04/01－2023/03/31),/2/23590/2023/DescriptionOfBusiness,614,/2/23590/2023/BusinessRisks,1789,/2/23590/2023/BusinessPolicyEtc,2883,/2/23590/2023/EdinetInfo,956
23700,E05351,株式会社メディネット,S100SI7J,120,2023-12-21 15:01:00,2022-10-01,2023-09-30,有価証券報告書－第28期(2022/10/01－2023/09/30),/2/23700/2023/DescriptionOfBusiness,834,/2/23700/2023/BusinessRisks,6311,/2/23700/2023/BusinessPolicyEtc,2350,/2/23700/2023/EdinetInfo,980
23710,E05350,株式会社カカクコム,S100QYX3,120,2023-06-20 11:25:00,2022-04-01,2023-03-31,有価証券報告書－第26期(2022/04/01－2023/03/31),/2/23710/2023/DescriptionOfBusiness,1272,/2/23710/2023/BusinessRisks,5906,/2/23710/2023/BusinessPolicyEtc,2829,/2/23710/2023/EdinetInfo,974
23720,E05352,株式会社アイロムグループ,S100R4KZ,120,2023-06-28 17:04:00,2022-04-01,2023-03-31,有価証券報告書－第26期(2022/04/01－2023/03/31),/2/23720/2023/DescriptionOfBusiness,1581,/2/23720/2023/BusinessRisks,5707,/2/23720/2023/BusinessPolicyEtc,6705,/2/23720/2023/EdinetInfo,993
23730,E05353,株式会社ケア２１,S100Q188,120,2023-01-27 16:58:00,2021-11-01,2022-10-31,有価証券報告書－第29期(2021/11/01－2022/10/31),/2/23730/2023/DescriptionOfBusiness,3543,/2/23730/2023/BusinessRisks,7345,/2/23730/2023/BusinessPolicyEtc,2658,/2/23730/2023/EdinetInfo,968
23740,E05354,セントケア・ホールディング株式会社,S100R7WW,120,2023-06-29 10:01:00,2022-04-01,2023-03-31,有価証券報告書－第41期(2022/04/01－2023/03/31),/2/23740/2023/DescriptionOfBusiness,6062,/2/23740/2023/BusinessRisks,3723,/2/23740/2023/BusinessPolicyEtc,2858,/2/23740/2023/EdinetInfo,1022
23750,E05356,ギグワークス株式会社,S100Q0Z9,120,2023-01-27 15:28:00,2021-11-01,2022-10-31,有価証券報告書－第46期(2021/11/01－2022/10/31),/2/23750/2023/DescriptionOfBusiness,1802,/2/23750/2023/BusinessRisks,7588,/2/23750/2023/BusinessPolicyEtc,4478,/2/23750/2023/EdinetInfo,980
23760,E00744,株式会社　サイネックス,S100R3AX,120,2023-06-30 13:30:00,2022-04-01,2023-03-31,有価証券報告書－第58期(2022/04/01－2023/03/31),/2/23760/2023/DescriptionOfBusiness,1564,/2/23760/2023/BusinessRisks,6960,/2/23760/2023/BusinessPolicyEtc,4316,/2/23760/2023/EdinetInfo,987
23780,E05361,株式会社ルネサンス,S100R3X8,120,2023-06-28 14:48:00,2022-04-01,2023-03-31,有価証券報告書－第41期(2022/04/01－2023/03/31),/2/23780/2023/DescriptionOfBusiness,584,/2/23780/2023/BusinessRisks,4362,/2/23780/2023/BusinessPolicyEtc,1784,/2/23780/2023/EdinetInfo,975
23790,E05368,ディップ株式会社,S100QTD9,120,2023-05-25 13:35:00,2022-03-01,2023-02-28,有価証券報告書－第26期(2022/03/01－2023/02/28),/2/23790/2023/DescriptionOfBusiness,834,/2/23790/2023/BusinessRisks,4369,/2/23790/2023/BusinessPolicyEtc,7996,/2/23790/2023/EdinetInfo,968
23840,E04224,ＳＢＳホールディングス株式会社,S100QGX5,120,2023-03-28 15:32:00,2022-01-01,2022-12-31,有価証券報告書－第37期(2022/01/01－2022/12/31),/2/23840/2023/DescriptionOfBusiness,1498,/2/23840/2023/BusinessRisks,4230,/2/23840/2023/BusinessPolicyEtc,2138,/2/23840/2023/EdinetInfo,1010
23850,E05367,株式会社総医研ホールディングス,S100RWNQ,120,2023-09-28 14:55:00,2022-07-01,2023-06-30,有価証券報告書－第29期(2022/07/01－2023/06/30),/2/23850/2023/DescriptionOfBusiness,2566,/2/23850/2023/BusinessRisks,8602,/2/23850/2023/BusinessPolicyEtc,4589,/2/23850/2023/EdinetInfo,1010
23880,E00745,株式会社ウェッジホールディングス,S100SJJS,120,2023-12-26 12:27:00,2022-10-01,2023-09-30,有価証券報告書－第22期(2022/10/01－2023/09/30),/2/23880/2023/DescriptionOfBusiness,634,/2/23880/2023/BusinessRisks,7477,/2/23880/2023/BusinessPolicyEtc,3585,/2/23880/2023/EdinetInfo,1016
23890,E05374,株式会社デジタルホールディングス,S100QG6Z,120,2023-03-27 16:00:00,2022-01-01,2022-12-31,有価証券報告書－第29期(2022/01/01－2022/12/31),/2/23890/2023/DescriptionOfBusiness,505,/2/23890/2023/BusinessRisks,6566,/2/23890/2023/BusinessPolicyEtc,2473,/2/23890/2023/EdinetInfo,1016
23910,E05378,株式会社プラネット,S100S1XC,120,2023-10-24 13:58:00,2022-08-01,2023-07-31,有価証券報告書－第38期(2022/08/01－2023/07/31),/2/23910/2023/DescriptionOfBusiness,1598,/2/23910/2023/BusinessRisks,1007,/2/23910/2023/BusinessPolicyEtc,2598,/2/23910/2023/EdinetInfo,974
23930,E05381,株式会社日本ケアサプライ,S100R9QH,120,2023-06-29 15:32:00,2022-04-01,2023-03-31,有価証券報告書－第25期(2022/04/01－2023/03/31),/2/23930/2023/DescriptionOfBusiness,1047,/2/23930/2023/BusinessRisks,3724,/2/23930/2023/BusinessPolicyEtc,2158,/2/23930/2023/EdinetInfo,993
23950,E05385,株式会社新日本科学,S100R875,120,2023-06-28 16:12:00,2022-04-01,2023-03-31,有価証券報告書－第50期(2022/04/01－2023/03/31),/2/23950/2023/DescriptionOfBusiness,11755,/2/23950/2023/BusinessRisks,6226,/2/23950/2023/BusinessPolicyEtc,6531,/2/23950/2023/EdinetInfo,975
23970,E05389,株式会社ＤＮＡチップ研究所,S100R20D,120,2023-06-23 12:03:00,2022-04-01,2023-03-31,有価証券報告書－第24期(2022/04/01－2023/03/31),/2/23970/2023/DescriptionOfBusiness,4979,/2/23970/2023/BusinessRisks,3808,/2/23970/2023/BusinessPolicyEtc,2525,/2/23970/2023/EdinetInfo,998
24020,E05403,株式会社アマナ,S100QV7O,120,2023-05-31 15:30:00,2022-01-01,2022-12-31,有価証券報告書－第53期(2022/01/01－2022/12/31),/2/24020/2023/DescriptionOfBusiness,1318,/2/24020/2023/BusinessRisks,7667,/2/24020/2023/BusinessPolicyEtc,5146,/2/24020/2023/EdinetInfo,962
24040,E05409,株式会社鉄人化計画,S100SDVV,120,2023-11-30 12:22:00,2022-09-01,2023-08-31,有価証券報告書－第25期(2022/09/01－2023/08/31),/2/24040/2023/DescriptionOfBusiness,1152,/2/24040/2023/BusinessRisks,10213,/2/24040/2023/BusinessPolicyEtc,1501,/2/24040/2023/EdinetInfo,974
24080,E05416,株式会社ＫＧ情報,S100QDHV,120,2023-03-13 10:16:00,2021-12-21,2022-12-20,有価証券報告書－第43期(2021/12/21－2022/12/20),/2/24080/2023/DescriptionOfBusiness,448,/2/24080/2023/BusinessRisks,2228,/2/24080/2023/BusinessPolicyEtc,1322,/2/24080/2023/EdinetInfo,967
24100,E05419,株式会社キャリアデザインセンター,S100SHAF,120,2023-12-18 15:00:00,2022-10-01,2023-09-30,有価証券報告書－第32期(2022/10/01－2023/09/30),/2/24100/2023/DescriptionOfBusiness,504,/2/24100/2023/BusinessRisks,4717,/2/24100/2023/BusinessPolicyEtc,1421,/2/24100/2023/EdinetInfo,1016
24110,E05417,ゲンダイエージェンシー株式会社,S100R4V8,120,2023-06-30 11:34:00,2022-04-01,2023-03-31,有価証券報告書－第28期(2022/04/01－2023/03/31),/2/24110/2023/DescriptionOfBusiness,574,/2/24110/2023/BusinessRisks,1338,/2/24110/2023/BusinessPolicyEtc,2518,/2/24110/2023/EdinetInfo,1011
24120,E05423,株式会社ベネフィット・ワン,S100RAJA,120,2023-06-30 14:04:00,2022-04-01,2023-03-31,有価証券報告書－第28期(2022/04/01－2023/03/31),/2/24120/2023/DescriptionOfBusiness,1999,/2/24120/2023/BusinessRisks,7607,/2/24120/2023/BusinessPolicyEtc,3049,/2/24120/2023/EdinetInfo,999
24130,E05425,エムスリー株式会社,S100R87E,120,2023-06-29 09:35:00,2022-04-01,2023-03-31,有価証券報告書－第23期(2022/04/01－2023/03/31),/2/24130/2023/DescriptionOfBusiness,1676,/2/24130/2023/BusinessRisks,9243,/2/24130/2023/BusinessPolicyEtc,3111,/2/24130/2023/EdinetInfo,974
24150,E05428,ヒューマンホールディングス株式会社,S100RA12,120,2023-06-30 10:32:00,2022-04-01,2023-03-31,有価証券報告書－第21期(2022/04/01－2023/03/31),/2/24150/2023/DescriptionOfBusiness,1623,/2/24150/2023/BusinessRisks,3711,/2/24150/2023/BusinessPolicyEtc,2860,/2/24150/2023/EdinetInfo,1022
24180,E05411,株式会社ツカダ・グローバルホールディング,S100QHGQ,120,2023-03-30 12:01:00,2022-01-01,2022-12-31,有価証券報告書－第28期(2022/01/01－2022/12/31),/2/24180/2023/DescriptionOfBusiness,2040,/2/24180/2023/BusinessRisks,6712,/2/24180/2023/BusinessPolicyEtc,1751,/2/24180/2023/EdinetInfo,1040
24240,E32119,株式会社ブラス,S100RZLE,120,2023-10-26 15:01:00,2022-08-01,2023-07-31,有価証券報告書－第20期(2022/08/01－2023/07/31),/2/24240/2023/DescriptionOfBusiness,1274,/2/24240/2023/BusinessRisks,4008,/2/24240/2023/BusinessPolicyEtc,2095,/2/24240/2023/EdinetInfo,962
24250,E05440,株式会社ケアサービス,S100R7D1,120,2023-06-29 12:46:00,2022-04-01,2023-03-31,有価証券報告書－第32期(2022/04/01－2023/03/31),/2/24250/2023/DescriptionOfBusiness,2682,/2/24250/2023/BusinessRisks,6689,/2/24250/2023/BusinessPolicyEtc,1972,/2/24250/2023/EdinetInfo,980
24270,E05447,株式会社アウトソーシング,S100QIN2,120,2023-03-31 16:01:00,2022-01-01,2022-12-31,有価証券報告書－第26期(2022/01/01－2022/12/31),/2/24270/2023/DescriptionOfBusiness,3272,/2/24270/2023/BusinessRisks,7075,/2/24270/2023/BusinessPolicyEtc,5400,/2/24270/2023/EdinetInfo,992
24280,E05458,ウェルネット株式会社,S100RVU8,120,2023-09-22 15:30:00,2022-07-01,2023-06-30,有価証券報告書－第41期(2022/07/01－2023/06/30),/2/24280/2023/DescriptionOfBusiness,3388,/2/24280/2023/BusinessRisks,3257,/2/24280/2023/BusinessPolicyEtc,3651,/2/24280/2023/EdinetInfo,980
24290,E05467,株式会社ワールドホールディングス,S100QGCW,120,2023-03-27 11:19:00,2022-01-01,2022-12-31,有価証券報告書－第30期(2022/01/01－2022/12/31),/2/24290/2023/DescriptionOfBusiness,1320,/2/24290/2023/BusinessRisks,5265,/2/24290/2023/BusinessPolicyEtc,2667,/2/24290/2023/EdinetInfo,1016
24320,E05460,株式会社ディー・エヌ・エー,S100R3HZ,120,2023-06-26 15:55:00,2022-04-01,2023-03-31,有価証券報告書－第25期(2022/04/01－2023/03/31),/2/24320/2023/DescriptionOfBusiness,909,/2/24320/2023/BusinessRisks,20641,/2/24320/2023/BusinessPolicyEtc,3227,/2/24320/2023/EdinetInfo,999
24330,E05410,株式会社博報堂ＤＹホールディングス,S100R5WZ,120,2023-06-29 14:18:00,2022-04-01,2023-03-31,有価証券報告書－第20期(2022/04/01－2023/03/31),/2/24330/2023/DescriptionOfBusiness,2632,/2/24330/2023/BusinessRisks,7368,/2/24330/2023/BusinessPolicyEtc,5091,/2/24330/2023/EdinetInfo,1023
24350,E05478,株式会社シダー,S100R0IT,120,2023-06-22 13:08:00,2022-04-01,2023-03-31,有価証券報告書－第42期(2022/04/01－2023/03/31),/2/24350/2023/DescriptionOfBusiness,1671,/2/24350/2023/BusinessRisks,7152,/2/24350/2023/BusinessPolicyEtc,3796,/2/24350/2023/EdinetInfo,962
24360,E05477,共同ピーアール株式会社,S100QHDF,120,2023-03-29 16:12:00,2022-01-01,2022-12-31,有価証券報告書－第59期(2022/01/01－2022/12/31),/2/24360/2023/DescriptionOfBusiness,1667,/2/24360/2023/BusinessRisks,3146,/2/24360/2023/BusinessPolicyEtc,2699,/2/24360/2023/EdinetInfo,986
24370,E05450,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,S100RRXM,120,2023-08-29 17:07:00,2022-06-01,2023-05-31,有価証券報告書－第34期(2022/06/01－2023/05/31),/2/24370/2023/DescriptionOfBusiness,1119,/2/24370/2023/BusinessRisks,5768,/2/24370/2023/BusinessPolicyEtc,1473,/2/24370/2023/EdinetInfo,1064
24380,E05483,株式会社アスカネット,S100RG8H,120,2023-07-27 09:37:00,2022-05-01,2023-04-30,有価証券報告書－第28期(2022/05/01－2023/04/30),/2/24380/2023/DescriptionOfBusiness,6274,/2/24380/2023/BusinessRisks,6321,/2/24380/2023/BusinessPolicyEtc,4050,/2/24380/2023/EdinetInfo,979
24400,E05456,株式会社ぐるなび,S100R006,120,2023-06-22 09:05:00,2022-04-01,2023-03-31,有価証券報告書－第34期(2022/04/01－2023/03/31),/2/24400/2023/DescriptionOfBusiness,1519,/2/24400/2023/BusinessRisks,4854,/2/24400/2023/BusinessPolicyEtc,2274,/2/24400/2023/EdinetInfo,967
24450,E05493,株式会社タカミヤ,S100R2JG,120,2023-06-28 13:04:00,2022-04-01,2023-03-31,有価証券報告書－第55期(2022/04/01－2023/03/31),/2/24450/2023/DescriptionOfBusiness,525,/2/24450/2023/BusinessRisks,3266,/2/24450/2023/BusinessPolicyEtc,3360,/2/24450/2023/EdinetInfo,968
24490,E05498,株式会社プラップジャパン,S100SDGD,120,2023-11-29 15:30:00,2022-09-01,2023-08-31,有価証券報告書－第53期(2022/09/01－2023/08/31),/2/24490/2023/DescriptionOfBusiness,2501,/2/24490/2023/BusinessRisks,2279,/2/24490/2023/BusinessPolicyEtc,1403,/2/24490/2023/EdinetInfo,992
24530,E05509,ジャパンベストレスキューシステム株式会社,S100SJP4,120,2023-12-27 12:20:00,2022-10-01,2023-09-30,有価証券報告書－第27期(2022/10/01－2023/09/30),/2/24530/2023/DescriptionOfBusiness,2070,/2/24530/2023/BusinessRisks,4643,/2/24530/2023/BusinessPolicyEtc,3124,/2/24530/2023/EdinetInfo,1040
24540,E05514,株式会社オールアバウト,S100R6R5,120,2023-06-28 16:55:00,2022-04-01,2023-03-31,有価証券報告書－第31期(2022/04/01－2023/03/31),/2/24540/2023/DescriptionOfBusiness,1735,/2/24540/2023/BusinessRisks,9773,/2/24540/2023/BusinessPolicyEtc,4425,/2/24540/2023/EdinetInfo,987
24590,E05527,アウンコンサルティング株式会社,S100RS0L,120,2023-08-30 09:58:00,2022-06-01,2023-05-31,有価証券報告書－第25期(2022/06/01－2023/05/31),/2/24590/2023/DescriptionOfBusiness,323,/2/24590/2023/BusinessRisks,6847,/2/24590/2023/BusinessPolicyEtc,1608,/2/24590/2023/EdinetInfo,1009
24610,E05533,株式会社ファンコミュニケーションズ,S100QGYS,120,2023-03-29 11:48:00,2022-01-01,2022-12-31,有価証券報告書－第24期(2022/01/01－2022/12/31),/2/24610/2023/DescriptionOfBusiness,2146,/2/24610/2023/BusinessRisks,6074,/2/24610/2023/BusinessPolicyEtc,4467,/2/24610/2023/EdinetInfo,1022
24620,E05536,ライク株式会社,S100RRZK,120,2023-08-30 14:53:00,2022-06-01,2023-05-31,有価証券報告書－第30期(2022/06/01－2023/05/31),/2/24620/2023/DescriptionOfBusiness,2438,/2/24620/2023/BusinessRisks,3606,/2/24620/2023/BusinessPolicyEtc,1428,/2/24620/2023/EdinetInfo,962
24640,E05524,株式会社ビジネス・ブレークスルー,S100R812,120,2023-06-29 10:06:00,2022-04-01,2023-03-31,有価証券報告書－第25期(2022/04/01－2023/03/31),/2/24640/2023/DescriptionOfBusiness,6704,/2/24640/2023/BusinessRisks,7545,/2/24640/2023/BusinessPolicyEtc,3541,/2/24640/2023/EdinetInfo,1016
24670,E05544,株式会社バルクホールディングス,S100RB09,120,2023-06-30 16:03:00,2022-04-01,2023-03-31,有価証券報告書－第29期(2022/04/01－2023/03/31),/2/24670/2023/DescriptionOfBusiness,1060,/2/24670/2023/BusinessRisks,2564,/2/24670/2023/BusinessPolicyEtc,2825,/2/24670/2023/EdinetInfo,1011
24680,E05535,株式会社フュートレック,S100R0S9,120,2023-06-21 14:56:00,2022-04-01,2023-03-31,有価証券報告書－第23期(2022/04/01－2023/03/31),/2/24680/2023/DescriptionOfBusiness,927,/2/24680/2023/BusinessRisks,3021,/2/24680/2023/BusinessPolicyEtc,2830,/2/24680/2023/EdinetInfo,986
